date,index
2022-02-24,28.55324
2022-02-25,28.55324
2022-02-26,28.55324
2022-02-27,28.55324
2022-02-28,28.55324
2022-03-01,28.55324
2022-03-02,28.55324
2022-03-03,28.55324
2022-03-04,28.55324
2022-03-05,28.55324
2022-03-06,28.55324
2022-03-07,28.55324
2022-03-08,28.55324
2022-03-09,28.55324
2022-03-10,28.55324
2022-03-11,28.55324
2022-03-12,28.55324
2022-03-13,28.55324
2022-03-14,28.55324
2022-03-15,28.55324
2022-03-16,28.55324
2022-03-17,28.55324
2022-03-18,28.55324
2022-03-19,28.55324
2022-03-20,28.55324
2022-03-21,28.55324
2022-03-22,28.55324
2022-03-23,28.55324
2022-03-24,28.55324
2022-03-25,28.55324
2022-03-26,28.55324
2022-03-27,28.55324
2022-03-28,28.55324
2022-03-29,28.55324
2022-03-30,28.55324
2022-03-31,28.55324
2022-04-01,28.55324
2022-04-02,28.55324
2022-04-03,28.55324
2022-04-04,28.55324
2022-04-05,28.55324
2022-04-06,28.55324
2022-04-07,28.55324
2022-04-08,23.657408
2022-04-09,23.657408
2022-04-10,23.657408
2022-04-11,23.657408
2022-04-12,23.657408
2022-04-13,23.657408
2022-04-14,23.657408
2022-04-15,23.657408
2022-04-16,23.657408
2022-04-17,23.657408
2022-04-18,23.657408
2022-04-19,23.657408
2022-04-20,23.657408
2022-04-21,23.657408
2022-04-22,23.657408
2022-04-23,23.657408
2022-04-24,23.657408
2022-04-25,23.657408
2022-04-26,23.657408
2022-04-27,23.657408
2022-04-28,23.657408
2022-04-29,23.657408
2022-04-30,23.657408
2022-05-01,23.657408
2022-05-02,23.657408
2022-05-03,23.657408
2022-05-04,23.657408
2022-05-05,23.657408
2022-05-06,23.657408
2022-05-07,23.657408
2022-05-08,23.657408
2022-05-09,23.657408
2022-05-10,23.657408
2022-05-11,23.657408
2022-05-12,23.657408
2022-05-13,23.657408
2022-05-14,23.657408
2022-05-15,23.657408
2022-05-16,23.657408
2022-05-17,23.657408
2022-05-18,23.657408
2022-05-19,23.657408
2022-05-20,23.657408
2022-05-21,23.657408
2022-05-22,23.657408
2022-05-23,23.657408
2022-05-24,23.657408
2022-05-25,23.657408
2022-05-26,23.657408
2022-05-27,23.657408
2022-05-28,23.657408
2022-05-29,23.657408
2022-05-30,23.657408
2022-05-31,23.657408
2022-06-01,23.657408
2022-06-02,23.657408
2022-06-03,23.657408
2022-06-04,23.657408
2022-06-05,23.657408
2022-06-06,23.657408
2022-06-07,23.657408
2022-06-08,23.657408
2022-06-09,23.657408
2022-06-10,23.657408
2022-06-11,23.657408
2022-06-12,23.657408
2022-06-13,23.657408
2022-06-14,23.657408
2022-06-15,23.657408
2022-06-16,23.657408
2022-06-17,23.657408
2022-06-18,23.657408
2022-06-19,23.657408
2022-06-20,23.657408
2022-06-21,23.657408
2022-06-22,23.657408
2022-06-23,23.657408
2022-06-24,23.657408
2022-06-25,23.657408
2022-06-26,23.657408
2022-06-27,23.657408
2022-06-28,23.657408
2022-06-29,23.657408
2022-06-30,23.657408
2022-07-01,23.657408
2022-07-02,23.657408
2022-07-03,23.657408
2022-07-04,23.657408
2022-07-05,23.657408
2022-07-06,23.657408
2022-07-07,23.657408
2022-07-08,23.657408
2022-07-09,23.657408
2022-07-10,23.657408
2022-07-11,23.657408
2022-07-12,23.657408
2022-07-13,23.657408
2022-07-14,23.657408
2022-07-15,23.657408
